"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11"
"1",-0.526439905420374,-0.493943657272351,-0.545119746848038,0.158939602799087,-0.402380701451683,-0.546683371885076,0.0871752949276081,0.822851274617718,0.121379175107618,-0.861475427130996,-0.0145285989313534
"2",0.914216221209045,0.878410259565564,0.888212744977331,-0.866863751537213,0.953453095286031,0.826660393971447,0.511704485840489,-0.555831278494434,0.0190944804002776,0.654420432534913,0.103905455753422
"3",0.638916720306324,0.631372711433319,0.627582775548878,-0.667548787613675,0.719833372283082,0.562615684028672,0.52483251153568,-0.382939525632332,-0.0097890349296445,0.469769149881874,0.0769640115047925
"4",0.668933412751524,0.663140825656361,0.641440576074862,-0.796825248165015,0.758771023591257,0.60680225919337,0.614348050672886,-0.264503733880079,0.0108033680938767,0.371437428533095,0.0542783631102587
"5",0.866775882785868,0.810232596143707,0.830066721801664,-0.851278904629144,0.889923032119885,0.762844065801321,0.444612603660451,-0.538692015668581,-0.00744544308240161,0.668206771742921,0.118408479119718
"6",0.851586584850788,0.813587932216474,0.803649670973177,-0.906599646925523,0.90552962777841,0.743846735496004,0.610785276065837,-0.397450879903228,0.0738424369938041,0.522580246540434,0.0847360576642817
"7",0.874829219973594,0.814385767021913,0.836258543024689,-0.865825977382947,0.896600419639214,0.777466608636498,0.459787721936615,-0.473367777402126,0.0624138043866066,0.606446607255669,0.104526557520994
"8",0.87477670597002,0.833533615819924,0.850893818326821,-0.868182102120771,0.92134821557768,0.789036934156922,0.475886517824696,-0.441644787861539,0.0653809693618733,0.549499892847276,0.114909681924706
"9",0.917424165765171,0.894335893004193,0.902778333129039,-0.875296544731429,0.957762426900428,0.863053818813125,0.482798899987068,-0.424476918497293,0.128344898073428,0.514453740328079,0.0802300475823266
"10",0.334227679545907,0.32674289966284,0.306540477060769,-0.5898875688861,0.464744085344929,0.229076688759069,0.40427531590404,0.215268231724099,0.190275551289277,-0.158530860571798,0.120235509352597
"11",0.0260782617645209,-0.0254065339059822,-0.0401705568859849,-0.303046870362516,0.0927459381399302,-0.0846729850287177,0.236209186811452,0.480733131378233,0.329557315164461,-0.421175577042454,0.06384614475361
"12",0.827680762752126,0.787326919404157,0.789254244413091,-0.900707248155437,0.897692914673094,0.719860558884982,0.559498022340899,-0.325427865348654,0.10951071896174,0.442610755456467,0.112474225362572
"13",1,0.93662971880858,0.980154158167134,-0.805437464651672,0.970372633085653,0.949359459588116,0.381349103722571,-0.537518672689383,0.0847029259275923,0.639706872632383,0.0802400229850502
"14",0.93662971880858,1,0.928849341943085,-0.781823992436966,0.93438119081712,0.895883637684996,0.396335594558998,-0.526671208483056,0.0528900574612662,0.611224713105773,0.066656348408275
"15",0.980154158167134,0.928849341943085,1,-0.743964623161233,0.950022646954122,0.981550236081517,0.262597406295854,-0.542732977258812,0.0705510567041105,0.642269568502656,0.0831804410953145
"16",-0.805437464651672,-0.781823992436966,-0.743964623161233,1,-0.873180099113246,-0.672572808483227,-0.57435242764457,0.28338672758228,-0.0790754192981998,-0.35604091101051,-0.0800654338206347
"17",0.970372633085653,0.93438119081712,0.950022646954122,-0.873180099113246,1,0.905341503373403,0.485627905165201,-0.482518695467887,0.0566413318872062,0.579674245073871,0.0855681661216019
"18",0.949359459588116,0.895883637684996,0.981550236081517,-0.672572808483227,0.905341503373403,1,0.223190044671017,-0.514350522137813,0.0548829972871674,0.609447814361563,0.0588508740469434
